left,right,container_chain,operation,left_member_index,right_member_index,left_name,right_name,left_sha256,right_sha256,left_size,right_size,left_format,right_format
"포켓몬스터 하트골드 (Korea, IPKK, header ROM version 0)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/a/0/0/4,equal,1105,1105,,,85f3b631c88bd18220c9f16dc0042e062fe6dc755f8c7fcd7c92ab51487f55b9,85f3b631c88bd18220c9f16dc0042e062fe6dc755f8c7fcd7c92ab51487f55b9,6448,6448,NCGR graphics,NCGR graphics
"포켓몬스터 하트골드 (Korea, IPKK, header ROM version 0)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/a/0/0/4,equal,1106,1106,,,23eae0bbbc2623d463f66eb6aa653b89c99e027a14263a52fd022ead0af95a9e,23eae0bbbc2623d463f66eb6aa653b89c99e027a14263a52fd022ead0af95a9e,6448,6448,NCGR graphics,NCGR graphics
"포켓몬스터 하트골드 (Korea, IPKK, header ROM version 0)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/a/0/0/4,equal,1107,1107,,,23eae0bbbc2623d463f66eb6aa653b89c99e027a14263a52fd022ead0af95a9e,23eae0bbbc2623d463f66eb6aa653b89c99e027a14263a52fd022ead0af95a9e,6448,6448,NCGR graphics,NCGR graphics
"포켓몬스터 하트골드 (Korea, IPKK, header ROM version 0)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/a/0/0/4,equal,1108,1108,,,a1c8824cba6f746b4d1ab519173b47033b2e3feef82c306a1417f5762d6b20fa,a1c8824cba6f746b4d1ab519173b47033b2e3feef82c306a1417f5762d6b20fa,72,72,NCLR palette,NCLR palette
"포켓몬스터 하트골드 (Korea, IPKK, header ROM version 0)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/a/0/0/4,equal,1109,1109,,,7cc5b898ce3e11fb680d9896edc922e399ec242bf0cfb1105a779dce22d1c0c7,7cc5b898ce3e11fb680d9896edc922e399ec242bf0cfb1105a779dce22d1c0c7,72,72,NCLR palette,NCLR palette
"포켓몬스터 하트골드 (Korea, IPKK, header ROM version 0)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/a/0/0/4,equal,1110,1110,,,3f24673afd1524362d21d7126e2cff1621bc49bca30a4ef537f3eaa84af2343d,3f24673afd1524362d21d7126e2cff1621bc49bca30a4ef537f3eaa84af2343d,6448,6448,NCGR graphics,NCGR graphics
"포켓몬스터 하트골드 (Korea, IPKK, header ROM version 0)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/a/0/0/4,equal,1111,1111,,,05d9d83b2f27e1353da2fcea0aa2e0f61ad6cd79631623dba6a71c6579320f2e,05d9d83b2f27e1353da2fcea0aa2e0f61ad6cd79631623dba6a71c6579320f2e,6448,6448,NCGR graphics,NCGR graphics
"포켓몬스터 하트골드 (Korea, IPKK, header ROM version 0)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/a/0/0/4,equal,1112,1112,,,7a6d2a699f3c791f0a1c196140fb983246f13c054cff468e349b5dad89d09101,7a6d2a699f3c791f0a1c196140fb983246f13c054cff468e349b5dad89d09101,6448,6448,NCGR graphics,NCGR graphics
"포켓몬스터 하트골드 (Korea, IPKK, header ROM version 0)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/a/0/0/4,equal,1113,1113,,,89c8017535a871245152fe7393c4ef79f591dafafa03d68bb90e9cbfd1189c3a,89c8017535a871245152fe7393c4ef79f591dafafa03d68bb90e9cbfd1189c3a,6448,6448,NCGR graphics,NCGR graphics
"포켓몬스터 하트골드 (Korea, IPKK, header ROM version 0)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/a/0/0/4,equal,1114,1114,,,d3d86f30e739b1406cc6c5e6e80e99de8202df526a00faedb98e9ddff13992c7,d3d86f30e739b1406cc6c5e6e80e99de8202df526a00faedb98e9ddff13992c7,72,72,NCLR palette,NCLR palette
