left,right,container_chain,operation,left_member_index,right_member_index,left_name,right_name,left_sha256,right_sha256,left_size,right_size,left_format,right_format
"Pokémon Diamond Version (USA, ADAE, header ROM version 5)","포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)",/application/zukanlist/zkn_data/zukan_enc_pearl.narc,equal,2777,2777,,,df3f619804a92fdb4057192dc43dd748ea778adc52bc498ce80524c014b81119,df3f619804a92fdb4057192dc43dd748ea778adc52bc498ce80524c014b81119,4,4,,
"Pokémon Diamond Version (USA, ADAE, header ROM version 5)","포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)",/application/zukanlist/zkn_data/zukan_enc_pearl.narc,equal,2778,2778,,,df3f619804a92fdb4057192dc43dd748ea778adc52bc498ce80524c014b81119,df3f619804a92fdb4057192dc43dd748ea778adc52bc498ce80524c014b81119,4,4,,
"Pokémon Diamond Version (USA, ADAE, header ROM version 5)","포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)",/application/zukanlist/zkn_data/zukan_enc_pearl.narc,equal,2779,2779,,,df3f619804a92fdb4057192dc43dd748ea778adc52bc498ce80524c014b81119,df3f619804a92fdb4057192dc43dd748ea778adc52bc498ce80524c014b81119,4,4,,
"Pokémon Diamond Version (USA, ADAE, header ROM version 5)","포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)",/application/zukanlist/zkn_data/zukan_enc_pearl.narc,equal,2780,2780,,,df3f619804a92fdb4057192dc43dd748ea778adc52bc498ce80524c014b81119,df3f619804a92fdb4057192dc43dd748ea778adc52bc498ce80524c014b81119,4,4,,
"Pokémon Diamond Version (USA, ADAE, header ROM version 5)","포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)",/application/zukanlist/zkn_data/zukan_enc_pearl.narc,equal,2781,2781,,,df3f619804a92fdb4057192dc43dd748ea778adc52bc498ce80524c014b81119,df3f619804a92fdb4057192dc43dd748ea778adc52bc498ce80524c014b81119,4,4,,
"Pokémon Diamond Version (USA, ADAE, header ROM version 5)","포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)",/application/zukanlist/zkn_data/zukan_enc_pearl.narc,equal,2782,2782,,,df3f619804a92fdb4057192dc43dd748ea778adc52bc498ce80524c014b81119,df3f619804a92fdb4057192dc43dd748ea778adc52bc498ce80524c014b81119,4,4,,
"Pokémon Diamond Version (USA, ADAE, header ROM version 5)","포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)",/application/zukanlist/zkn_data/zukan_enc_pearl.narc,equal,2783,2783,,,df3f619804a92fdb4057192dc43dd748ea778adc52bc498ce80524c014b81119,df3f619804a92fdb4057192dc43dd748ea778adc52bc498ce80524c014b81119,4,4,,
"Pokémon Diamond Version (USA, ADAE, header ROM version 5)","포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)",/application/zukanlist/zkn_data/zukan_enc_pearl.narc,equal,2784,2784,,,df3f619804a92fdb4057192dc43dd748ea778adc52bc498ce80524c014b81119,df3f619804a92fdb4057192dc43dd748ea778adc52bc498ce80524c014b81119,4,4,,
"Pokémon Diamond Version (USA, ADAE, header ROM version 5)","포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)",/application/zukanlist/zkn_data/zukan_enc_pearl.narc,equal,2785,2785,,,df3f619804a92fdb4057192dc43dd748ea778adc52bc498ce80524c014b81119,df3f619804a92fdb4057192dc43dd748ea778adc52bc498ce80524c014b81119,4,4,,
"Pokémon Diamond Version (USA, ADAE, header ROM version 5)","포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)",/application/zukanlist/zkn_data/zukan_enc_pearl.narc,equal,2786,2786,,,b6cd5ee932cb04fe59fc371bc52ec1dcab385d4a4daf44830391745fda862098,b6cd5ee932cb04fe59fc371bc52ec1dcab385d4a4daf44830391745fda862098,32,32,,
"Pokémon Diamond Version (USA, ADAE, header ROM version 5)","포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)",/application/zukanlist/zkn_data/zukan_enc_pearl.narc,equal,2787,2787,,,ff8fa39a6fbecc40d4d47023620dadc5ce354ccfe16d32f9885b7fe6880a69b1,ff8fa39a6fbecc40d4d47023620dadc5ce354ccfe16d32f9885b7fe6880a69b1,12,12,,
"Pokémon Diamond Version (USA, ADAE, header ROM version 5)","포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)",/application/zukanlist/zkn_data/zukan_enc_pearl.narc,equal,2788,2788,,,df3f619804a92fdb4057192dc43dd748ea778adc52bc498ce80524c014b81119,df3f619804a92fdb4057192dc43dd748ea778adc52bc498ce80524c014b81119,4,4,,
