left,right,container_chain,status,left_sha256,right_sha256,left_member_count,right_member_count,member_count_delta
"Pokémon Diamond Version (USA, ADAE, header ROM version 5)","포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)",/graphic/mail_gra.narc,identical,e0c78256d8335716657696d8363b71671606d5634d69e0cfdeb188ee9fde7655,e0c78256d8335716657696d8363b71671606d5634d69e0cfdeb188ee9fde7655,37,37,0
"Pokémon Diamond Version (USA, ADAE, header ROM version 5)","포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)",/graphic/menu_gra.narc,changed,63bbfa26edf4845d061ea5784b7b73186f73cb5e5f394ca57239a62905d3f776,85984abae7f2d5765c97dd596512d42212029ad56892c6c2c973e5450ec928fd,11,11,0
"Pokémon Diamond Version (USA, ADAE, header ROM version 5)","포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)",/graphic/mysign.narc,identical,f36c892150dee7567ade0c901eb52ae2fa9d814a53fdeddfa63dd48c46cdc94f,f36c892150dee7567ade0c901eb52ae2fa9d814a53fdeddfa63dd48c46cdc94f,10,10,0
"Pokémon Diamond Version (USA, ADAE, header ROM version 5)","포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)",/graphic/mystery.narc,left-only,573a8e721970849947bc3e5cd439b13aa0297d382fc4d9870af1a81e2ff786d1,,42,,
"Pokémon Diamond Version (USA, ADAE, header ROM version 5)","포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)",/graphic/ntag_gra.narc,identical,1b969b5e73d02857755726622b61c5251dfa3f068a410296d193d22fa6d44d6f,1b969b5e73d02857755726622b61c5251dfa3f068a410296d193d22fa6d44d6f,134,134,0
"Pokémon Diamond Version (USA, ADAE, header ROM version 5)","포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)",/graphic/nutmixer.narc,left-only,2389bcbcfb89db63fee618ee6b2748bf7ff2c306d1f55d989cbb771fc0f236bb,,48,,
"Pokémon Diamond Version (USA, ADAE, header ROM version 5)","포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)",/graphic/oekaki.narc,identical,a81ac3264060405b30d9393f0dfc6bde237479fed739e124310e09991a5be4a1,a81ac3264060405b30d9393f0dfc6bde237479fed739e124310e09991a5be4a1,9,9,0
"Pokémon Diamond Version (USA, ADAE, header ROM version 5)","포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)",/graphic/opening.narc,identical,a7f697f95321dcfb2e9c8f155daa0b032932c42215a627e0e2397cd455c61d20,a7f697f95321dcfb2e9c8f155daa0b032932c42215a627e0e2397cd455c61d20,21,21,0
"Pokémon Diamond Version (USA, ADAE, header ROM version 5)","포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)",/graphic/pl_font.narc,right-only,,f6434c57cf00f1a4febb78e2820a111e10410e8a2117500910530bffa6269725,,10,
"Pokémon Diamond Version (USA, ADAE, header ROM version 5)","포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)",/graphic/pl_wifinote.narc,right-only,,e61f007253e472e324b2c6bf03c94df16559ec5d963adc6ea7d0bbb89988b2f0,,19,
"Pokémon Diamond Version (USA, ADAE, header ROM version 5)","포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)",/graphic/pl_winframe.narc,right-only,,a6299f58d33c4a1c6bb808b068c79bb8a96c15118e2eb1fc42288f8ca5776db7,,50,
"Pokémon Diamond Version (USA, ADAE, header ROM version 5)","포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)",/graphic/plist_gra.narc,left-only,afc98cdfaa34fe70ebc99f219682c3ce989b648ad91fcfcfb42bfd81294f4cf5,,24,,
"Pokémon Diamond Version (USA, ADAE, header ROM version 5)","포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)",/graphic/pmsi.narc,identical,0654fe9ef26ab42e224dc0992aa02776834522c7902edb7fe4ef1a0db5db7a5e,0654fe9ef26ab42e224dc0992aa02776834522c7902edb7fe4ef1a0db5db7a5e,26,26,0
"Pokémon Diamond Version (USA, ADAE, header ROM version 5)","포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)",/graphic/poketch.narc,left-only,5235827d35c2f6c3ddbf6f8efcf809b56d545d3e902091d4a4c6cbd7640cb1db,,126,,
"Pokémon Diamond Version (USA, ADAE, header ROM version 5)","포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)",/graphic/poru_gra.narc,identical,9b60ede5071fed56136a5fcd31e062f0ed0fa58f3d02e0471664ea8400c8371f,9b60ede5071fed56136a5fcd31e062f0ed0fa58f3d02e0471664ea8400c8371f,12,12,0
"Pokémon Diamond Version (USA, ADAE, header ROM version 5)","포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)",/graphic/poruact.narc,identical,3690bbdc63e30a2ed1a8b7082593f0aab37c1ee3bab29c415612ef9424b356b8,3690bbdc63e30a2ed1a8b7082593f0aab37c1ee3bab29c415612ef9424b356b8,32,32,0
"Pokémon Diamond Version (USA, ADAE, header ROM version 5)","포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)",/graphic/porudemo.narc,identical,2a62543af8b1f73ecca4a902b1e7d384c4785dc865923d0a08ae00c013f01d65,2a62543af8b1f73ecca4a902b1e7d384c4785dc865923d0a08ae00c013f01d65,6,6,0
"Pokémon Diamond Version (USA, ADAE, header ROM version 5)","포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)",/graphic/pst_gra.narc,left-only,450b0dfde96b5a34b7b0634a994615203b6c5a2e7f616d12b451fe98ea6226a0,,137,,
"Pokémon Diamond Version (USA, ADAE, header ROM version 5)","포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)",/graphic/ranking.narc,identical,41edac6df8e779a1fa6dbab5e60856b931050533f461cd6765ee5cdb5bc43aae,41edac6df8e779a1fa6dbab5e60856b931050533f461cd6765ee5cdb5bc43aae,4,4,0
"Pokémon Diamond Version (USA, ADAE, header ROM version 5)","포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)",/graphic/record.narc,changed,b7b8f40a3f42e4cfa4ca895d0614a27c47b2264e3cd9cff60687de6c524999fd,8584c458b83be6acc90d16a94d606576ae0d8ca06a82d893be39f2c0ddce429f,15,15,0
"Pokémon Diamond Version (USA, ADAE, header ROM version 5)","포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)",/graphic/shop_gra.narc,changed,50e3c3b71806810a03494973501b2ab36184b77d5397d6ecb3616e33eccaa693,f719619e55739ba399779231b1aca23ca8a7472255a58f5cc432cf72aac0b678,11,12,1
"Pokémon Diamond Version (USA, ADAE, header ROM version 5)","포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)",/graphic/tmap_gra.narc,changed,9c53a93615844943d312d01aa6c5736f07cb3d8bd29c07a5fbff3bdb7b93d374,5685b1b9bad1bef0d69d4a3ecfb624aa3b54f91b36e7eaa474d4bbd2412e9cff,30,30,0
"Pokémon Diamond Version (USA, ADAE, header ROM version 5)","포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)",/graphic/touch_subwindow.narc,left-only,1b0cb1819a86dfb284d380a999820c303523ccb4523dd6c040886064d36d7c57,,10,,
"Pokémon Diamond Version (USA, ADAE, header ROM version 5)","포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)",/graphic/trainer_case.narc,left-only,009131c495f817defdd9b5639ba113c89efda62951d5a36f5f2c6ef8d96f1a2b,,59,,
"Pokémon Diamond Version (USA, ADAE, header ROM version 5)","포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)",/graphic/unionobj2d_onlyfront.narc,right-only,,52433ee18083e47020ce2e58c2cb263cda14f4e8d724f2dd3e0b0991d9e6364c,,57,
"Pokémon Diamond Version (USA, ADAE, header ROM version 5)","포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)",/graphic/unionroom.narc,identical,18af9494db8ab737185c930bb3ffa6db52b3b11a643108bc1eae48305ad24428,18af9494db8ab737185c930bb3ffa6db52b3b11a643108bc1eae48305ad24428,8,8,0
"Pokémon Diamond Version (USA, ADAE, header ROM version 5)","포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)",/graphic/waza_oshie_gra.narc,identical,6fca079a9b8ac505a6825bf703423bba492e14eac7c292f181c702761c572dd1,6fca079a9b8ac505a6825bf703423bba492e14eac7c292f181c702761c572dd1,13,13,0
"Pokémon Diamond Version (USA, ADAE, header ROM version 5)","포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)",/graphic/wifi2dchar.narc,right-only,,1add9c83f3bd71f566b5864539716fbd2e5eb29a63a942d55302256501a437cd,,315,
"Pokémon Diamond Version (USA, ADAE, header ROM version 5)","포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)",/graphic/wifi_lobby.narc,right-only,,8422c63b78b94efdbb737babd50873c35892396de643ef46cfaa5d01e9356c15,,204,
"Pokémon Diamond Version (USA, ADAE, header ROM version 5)","포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)",/graphic/wifi_lobby_other.narc,right-only,,199e9668c71681416af4d065537d2117b7f71731e8d1554992897d6049be1a8e,,208,
"Pokémon Diamond Version (USA, ADAE, header ROM version 5)","포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)",/graphic/wifi_unionobj.narc,right-only,,de651e7bb614bae1eed2d03787129691f71bf4553af73a816b709dadc0a8f486,,49,
"Pokémon Diamond Version (USA, ADAE, header ROM version 5)","포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)",/graphic/winframe.narc,identical,656ad458e1a40d6f30adcfa01f958ab01b205721e28ce804833f3cc5c95dfede,656ad458e1a40d6f30adcfa01f958ab01b205721e28ce804833f3cc5c95dfede,50,50,0
"Pokémon Diamond Version (USA, ADAE, header ROM version 5)","포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)",/graphic/worldtimer.narc,right-only,,13e502908754b831ef43517d5b8762490756f50e764e15a6f22aaabf7264e4a0,,57,
"Pokémon Diamond Version (USA, ADAE, header ROM version 5)","포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)",/graphic/worldtrade.narc,changed,c58d7070ae9e30d4c0ff7da0aab73b715755ae46adf3cfc3fe1b2e4d23b20981,12a39400dfeeda7cb9937c026f4354237b65670ca535ba0a21d8deaf162cbad1,38,38,0
"Pokémon Diamond Version (USA, ADAE, header ROM version 5)","포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)",/itemtool/itemdata/item_data.narc,identical,a6cfe6df97f24b191d782fe0ab14a9c067a9b496afd12180b4904f56e8740c7e,a6cfe6df97f24b191d782fe0ab14a9c067a9b496afd12180b4904f56e8740c7e,442,442,0
"Pokémon Diamond Version (USA, ADAE, header ROM version 5)","포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)",/itemtool/itemdata/item_icon.narc,changed,20dcd51401a18b37ef01ab62c8eb8307c6cd6a6d9c5ef6722fd6d4ba92d20b01,3283f84a96e8a9726808a3867afaa2e98788986176afac1ab1a266633d60a30b,703,711,8
"Pokémon Diamond Version (USA, ADAE, header ROM version 5)","포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)",/itemtool/itemdata/nuts_data.narc,identical,671d1d33478a40e89f5d9811827649b880666321bf7dfe83b4c7be4fce69c97e,671d1d33478a40e89f5d9811827649b880666321bf7dfe83b4c7be4fce69c97e,64,64,0
"Pokémon Diamond Version (USA, ADAE, header ROM version 5)","포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)",/itemtool/itemdata/pl_item_data.narc,right-only,,7e08d3e9a9403d41a340446a6d5d4308c643656462948777928c60e4afd5350f,,446,
"Pokémon Diamond Version (USA, ADAE, header ROM version 5)","포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)",/msgdata/msg.narc,changed,f291040fa010137cabb12a5661e9cece845a460788dae94fbe740e04aa98fd06,338980041f88e4efafab074450286e0f1f0a0349076a794a773d726939c166e0,624,612,-12
"Pokémon Diamond Version (USA, ADAE, header ROM version 5)","포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)",/msgdata/pl_msg.narc,right-only,,31a58fe9f085d79f74469d353787c2a53c50879c94c218d822b8700ff3f9095a,,714,
"Pokémon Diamond Version (USA, ADAE, header ROM version 5)","포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)",/msgdata/scenario/scr_msg.narc,identical,89e84ab4475c85ad4358761c89c69c16f51c024041d2081a1da6ad1ad51b7cba,89e84ab4475c85ad4358761c89c69c16f51c024041d2081a1da6ad1ad51b7cba,16,16,0
"Pokémon Diamond Version (USA, ADAE, header ROM version 5)","포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)",/particledata/particledata.narc,changed,eea55fb469d825b97c734b7ccc537f9c774fd54da70668fda418cf4ac2482ea6,78d15ced7d57f02cedbb1a7fc5d72d69fe8442d8968179bfe3672c62c1250e7a,6,6,0
"Pokémon Diamond Version (USA, ADAE, header ROM version 5)","포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)",/particledata/pl_etc/pl_etc_particle.narc,right-only,,110f8f54bef229000d3cffdc00278bc5a72982f20a8a17f12e10db47595edad5,,2,
"Pokémon Diamond Version (USA, ADAE, header ROM version 5)","포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)",/particledata/pl_frontier/frontier_particle.narc,right-only,,a4f9e4985c64b844909cfc2008cfcfc9f03fe5fc149e81fc3d49667a7db9285a,,7,
"Pokémon Diamond Version (USA, ADAE, header ROM version 5)","포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)",/particledata/pl_pokelist/pokelist_particle.narc,right-only,,2c8ec477064fc89884f0fb6689b19513514443f3256f0ebf3d88c9a0dbb15324,,2,
"Pokémon Diamond Version (USA, ADAE, header ROM version 5)","포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)",/pokeanime/pl_poke_anm.narc,right-only,,2299c76f657dc870b240264e3bedf25e931ee3adc767a0c9a28b4ff20409a869,,143,
"Pokémon Diamond Version (USA, ADAE, header ROM version 5)","포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)",/pokeanime/poke_anm.narc,identical,32606834ed99b654238499e3b42610d984b61c2cf3f67368f091ccf58e9af217,32606834ed99b654238499e3b42610d984b61c2cf3f67368f091ccf58e9af217,134,134,0
"Pokémon Diamond Version (USA, ADAE, header ROM version 5)","포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)",/poketool/icongra/pl_poke_icon.narc,right-only,,faf07645f4989ccee23e20a8052368b61ade363ce018bc36087e33a80424b760,,547,
"Pokémon Diamond Version (USA, ADAE, header ROM version 5)","포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)",/poketool/icongra/poke_icon.narc,identical,3463c546c112f928f2f8e82ee1638b9739d52dea1d72779704ad3cc36cfb6c1b,3463c546c112f928f2f8e82ee1638b9739d52dea1d72779704ad3cc36cfb6c1b,540,540,0
"Pokémon Diamond Version (USA, ADAE, header ROM version 5)","포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)",/poketool/personal/evo.narc,changed,38bd9dd28f32827246299ed922e05ffd3905c2c445a059b9fd7ec3b56213f5de,fe6e4ec493a393cac0ed89c22f7ffe00e4174fbc79025dd714188ae07b37862d,501,508,7
"Pokémon Diamond Version (USA, ADAE, header ROM version 5)","포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)",/poketool/personal/growtbl.narc,identical,ce5c612e32e537da3cdf7808c3f21ab217e83a75ead56027d98a7d84bb1b55d6,ce5c612e32e537da3cdf7808c3f21ab217e83a75ead56027d98a7d84bb1b55d6,8,8,0
"Pokémon Diamond Version (USA, ADAE, header ROM version 5)","포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)",/poketool/personal/personal.narc,identical,9bc883e846af6cc0810251c8ce05663ceadacac0f47dd83a24a93fa0cea75392,9bc883e846af6cc0810251c8ce05663ceadacac0f47dd83a24a93fa0cea75392,501,501,0
"Pokémon Diamond Version (USA, ADAE, header ROM version 5)","포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)",/poketool/personal/pl_growtbl.narc,right-only,,ce5c612e32e537da3cdf7808c3f21ab217e83a75ead56027d98a7d84bb1b55d6,,8,
"Pokémon Diamond Version (USA, ADAE, header ROM version 5)","포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)",/poketool/personal/pl_personal.narc,right-only,,7f80d8dfa9e19d3695e336dcb46221367d8413478f503ce57cdf3cbb89a36c3e,,508,
"Pokémon Diamond Version (USA, ADAE, header ROM version 5)","포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)",/poketool/personal/wotbl.narc,changed,b46d62d1fd781e66a7bda535e3a1c1ab1af2b5aa72778d183c65411b344937d0,a5cc293dd309f31cb6684940013d03f3c6e5cf5565e45905d57b48421a94ad5a,501,508,7
"Pokémon Diamond Version (USA, ADAE, header ROM version 5)","포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)",/poketool/pl_pokezukan.narc,right-only,,19c9768945fb460838662a737bb3f887404fd5c010ab42a6c4ff652716ce3ad7,,1,
"Pokémon Diamond Version (USA, ADAE, header ROM version 5)","포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)",/poketool/poke_edit/pl_poke_data.narc,right-only,,a9ea1cd0ba4376852c9f5c607f426c905efd7e9288c377e5fe3dca71eb23e081,,1,
"Pokémon Diamond Version (USA, ADAE, header ROM version 5)","포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)",/poketool/pokeanm/pl_pokeanm.narc,right-only,,25af2f6e78a5a8eab609313a6e21b103604753686088ef4c51f212c89c109011,,1,
"Pokémon Diamond Version (USA, ADAE, header ROM version 5)","포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)",/poketool/pokeanm/pokeanm.narc,identical,25af2f6e78a5a8eab609313a6e21b103604753686088ef4c51f212c89c109011,25af2f6e78a5a8eab609313a6e21b103604753686088ef4c51f212c89c109011,1,1,0
"Pokémon Diamond Version (USA, ADAE, header ROM version 5)","포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)",/poketool/pokefoot/pokefoot.narc,identical,181e87eb2bf79ba6e73124d1f694e801aa48844dcdd85e66c0bd2c707e8f8688,181e87eb2bf79ba6e73124d1f694e801aa48844dcdd85e66c0bd2c707e8f8688,497,497,0
"Pokémon Diamond Version (USA, ADAE, header ROM version 5)","포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)",/poketool/pokegra/dp_height.narc,right-only,,b44492aa09f74d2cf5f41ca13c2f7fc6d8238258c64ef49f2c23c1ac15dccec3,,1976,
"Pokémon Diamond Version (USA, ADAE, header ROM version 5)","포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)",/poketool/pokegra/dp_height_o.narc,right-only,,8dcef49c4815fdd7662b78ad140858fa23fba5971fae866cb6581f3cb0c8f6bd,,136,
"Pokémon Diamond Version (USA, ADAE, header ROM version 5)","포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)",/poketool/pokegra/height.narc,changed,b44492aa09f74d2cf5f41ca13c2f7fc6d8238258c64ef49f2c23c1ac15dccec3,8d4dafb68c361a2a8822227fe34a92c84d74698256d9e6b0ef0ac0c5ef6c6e34,1976,1976,0
"Pokémon Diamond Version (USA, ADAE, header ROM version 5)","포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)",/poketool/pokegra/height_o.narc,changed,8dcef49c4815fdd7662b78ad140858fa23fba5971fae866cb6581f3cb0c8f6bd,d6af79fe9dc45bf46beba2e3ecb624865636405c1cd6a395af0be35610ecdeda,136,156,20
"Pokémon Diamond Version (USA, ADAE, header ROM version 5)","포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)",/poketool/pokegra/otherpoke.narc,identical,cab7af2e4fef1878af6a7002eecc24c7a1c879166aaf5dfd61ebdc0bd4b92681,cab7af2e4fef1878af6a7002eecc24c7a1c879166aaf5dfd61ebdc0bd4b92681,213,213,0
"Pokémon Diamond Version (USA, ADAE, header ROM version 5)","포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)",/poketool/pokegra/pl_otherpoke.narc,right-only,,bcce60993746ec909b6d4eee51f8b04dc7176e637bc7f41572cb133a005a2ca5,,253,
"Pokémon Diamond Version (USA, ADAE, header ROM version 5)","포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)",/poketool/pokegra/pl_pokegra.narc,right-only,,d99ed134b21b03ae7eef8a1c8aff3072fa50ead053179bb747c008e1cfb7ed9f,,2964,
"Pokémon Diamond Version (USA, ADAE, header ROM version 5)","포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)",/poketool/pokegra/poke_shadow.narc,identical,037338ffc4f027a249f506b8171dc872c875477158f019e4ea503d1ade6255ec,037338ffc4f027a249f506b8171dc872c875477158f019e4ea503d1ade6255ec,1,1,0
"Pokémon Diamond Version (USA, ADAE, header ROM version 5)","포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)",/poketool/pokegra/poke_shadow_ofx.narc,identical,0e145a476fc5d98620d37f98322efbf812cf597d4b0675beaf87846d3a643885,0e145a476fc5d98620d37f98322efbf812cf597d4b0675beaf87846d3a643885,1,1,0
"Pokémon Diamond Version (USA, ADAE, header ROM version 5)","포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)",/poketool/pokegra/poke_yofs.narc,identical,a5984361e6e9167321a9b4f5ce444a3b628d36520e97e8d9c61c1477ff157969,a5984361e6e9167321a9b4f5ce444a3b628d36520e97e8d9c61c1477ff157969,1,1,0
"Pokémon Diamond Version (USA, ADAE, header ROM version 5)","포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)",/poketool/pokegra/pokegra.narc,changed,3320b89c6c84341784f58f9632dbe93b44ee34e0fe16d3a6b8673aed70a9adc2,71e0090fbcbdf63d74c58ad78b5d256d8da09d3d028cc18faf6f5dcd99e8c424,2964,2964,0
"Pokémon Diamond Version (USA, ADAE, header ROM version 5)","포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)",/poketool/pokezukan.narc,identical,a8072ca83eccb60cc3d94b0c7be53807e9d39e0895bc82551fd168db54eea381,a8072ca83eccb60cc3d94b0c7be53807e9d39e0895bc82551fd168db54eea381,1,1,0
"Pokémon Diamond Version (USA, ADAE, header ROM version 5)","포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)",/poketool/shinzukan.narc,changed,86c2c31f90a1fe9d8ddf7f38187ce9e62c84c7e2aef720ee30b61aeae3871de6,41dd9ddb49807ce7fbf78ea54ee45cf1b3749c020eff9f3b797da9627d03219a,1,1,0
"Pokémon Diamond Version (USA, ADAE, header ROM version 5)","포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)",/poketool/trainer/trdata.narc,changed,b459fec85eba6036f328eba6853b85cfe1104c941004052f5ffa7c93d8d472e3,15dda47cd7b3942a85cf56a0f468ba0847226d5a78b5e1f283b9ce37ec122ed3,850,928,78
"Pokémon Diamond Version (USA, ADAE, header ROM version 5)","포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)",/poketool/trainer/trpoke.narc,changed,612c5d48f937aff12898af92a2e3d37840851d39e289ea7245c4d19b2dfb0a1e,a8af8c65eb4ae5ba2a3533d9bf4243f84761fdafb833e270472ddbe86c6e5891,850,928,78
"Pokémon Diamond Version (USA, ADAE, header ROM version 5)","포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)",/poketool/trgra/trbgra.narc,changed,4cdaa08b37d980ca81cf475f148ccea36f71c19cece2c581b015f2164053814a,f79e0d8d661219e34a7fdf46d8a29a6571b905fa1a0c3ff4c14f2b4555fce278,16,55,39
"Pokémon Diamond Version (USA, ADAE, header ROM version 5)","포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)",/poketool/trgra/trfgra.narc,changed,4e757a733993340e7b903f0fbe533565b20dad1e972932def4ced01428608917,1b9c3dfdcc3d7f4a710fac0f75fa16b501e0a419ebb5f94cc54ac13d17c195e5,196,525,329
"Pokémon Diamond Version (USA, ADAE, header ROM version 5)","포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)",/poketool/trmsg/trtbl.narc,changed,b28373dca644706e57bb643c2b1a24182e62935555158b9ae620dcb48bb86663,0af2ad166a7358a2c752ba16f1143600fb63fbf82f3d7763c5275073dd8939ac,1,1,0
"Pokémon Diamond Version (USA, ADAE, header ROM version 5)","포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)",/poketool/trmsg/trtblofs.narc,changed,c473b9eb2e8ebb2761e8f737bde3a871eb6f0b9a2a5116f1dce3c9a10836f76a,19c3b90af496b3979f72761f86d1975aa4fb08d9ca39812a2332762672a30355,1,1,0
"Pokémon Diamond Version (USA, ADAE, header ROM version 5)","포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)",/poketool/waza/pl_waza_tbl.narc,right-only,,3781f3e96960ce2a2a363e7860c9ae0f99922f539b34673ab60dd80c8cc5669d,,471,
"Pokémon Diamond Version (USA, ADAE, header ROM version 5)","포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)",/poketool/waza/waza_tbl.narc,identical,f9f6a37e8b8170558ce14c4be35c890ff59cc97508a4aa237fdac945dfdffe54,f9f6a37e8b8170558ce14c4be35c890ff59cc97508a4aa237fdac945dfdffe54,471,471,0
"Pokémon Diamond Version (USA, ADAE, header ROM version 5)","포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)",/resource/eng/trial/trial.narc,left-only,28844af1506ffb512ee1949d89fd9c5964db1e43170afc020bdc90fa808d9557,,8,,
"Pokémon Diamond Version (USA, ADAE, header ROM version 5)","포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)",/resource/eng/zukan/zukan.narc,left-only,6c27d3c79af8a1fda140d730c04afba099dfdb760e1f9e681e1e3dd52b1c5022,,130,,
"Pokémon Diamond Version (USA, ADAE, header ROM version 5)","포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)",/resource/kor/b_plist/b_plist_gra.narc,right-only,,1786a3fdf7ddfbdb88e4c723ea7e16ebf9b4b45599264aac7bdeb523db57b300,,28,
"Pokémon Diamond Version (USA, ADAE, header ROM version 5)","포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)",/resource/kor/b_plist/pl_b_plist_gra.narc,right-only,,1786a3fdf7ddfbdb88e4c723ea7e16ebf9b4b45599264aac7bdeb523db57b300,,28,
"Pokémon Diamond Version (USA, ADAE, header ROM version 5)","포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)",/resource/kor/bag/bag_gra.narc,right-only,,eeae9d36baa1022ff4827cbdc6eb7d28a33823606468acaedfa3eb808cb755e8,,39,
"Pokémon Diamond Version (USA, ADAE, header ROM version 5)","포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)",/resource/kor/bag/pl_bag_gra.narc,right-only,,685d10744639a004b271371bdbec238ef4ebcb4371b7925eb092169c54d9e2c4,,39,
"Pokémon Diamond Version (USA, ADAE, header ROM version 5)","포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)",/resource/kor/batt_rec/batt_rec_gra.narc,right-only,,f332effa0608c79205ea1b929ec8a8fdbedb3b4cdb222e29fa2be667355dd797,,234,
