left,right,container_chain,status,left_sha256,right_sha256,left_member_count,right_member_count,member_count_delta
"Pokémon Pearl Version (USA, APAE, header ROM version 5)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/graphic/menu_gra.narc,left-only,63bbfa26edf4845d061ea5784b7b73186f73cb5e5f394ca57239a62905d3f776,,11,,
"Pokémon Pearl Version (USA, APAE, header ROM version 5)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/graphic/mysign.narc,left-only,f36c892150dee7567ade0c901eb52ae2fa9d814a53fdeddfa63dd48c46cdc94f,,10,,
"Pokémon Pearl Version (USA, APAE, header ROM version 5)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/graphic/mystery.narc,left-only,573a8e721970849947bc3e5cd439b13aa0297d382fc4d9870af1a81e2ff786d1,,42,,
"Pokémon Pearl Version (USA, APAE, header ROM version 5)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/graphic/ntag_gra.narc,left-only,1b969b5e73d02857755726622b61c5251dfa3f068a410296d193d22fa6d44d6f,,134,,
"Pokémon Pearl Version (USA, APAE, header ROM version 5)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/graphic/nutmixer.narc,left-only,2389bcbcfb89db63fee618ee6b2748bf7ff2c306d1f55d989cbb771fc0f236bb,,48,,
"Pokémon Pearl Version (USA, APAE, header ROM version 5)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/graphic/oekaki.narc,left-only,a81ac3264060405b30d9393f0dfc6bde237479fed739e124310e09991a5be4a1,,9,,
"Pokémon Pearl Version (USA, APAE, header ROM version 5)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/graphic/opening.narc,left-only,a7f697f95321dcfb2e9c8f155daa0b032932c42215a627e0e2397cd455c61d20,,21,,
"Pokémon Pearl Version (USA, APAE, header ROM version 5)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/graphic/plist_gra.narc,left-only,afc98cdfaa34fe70ebc99f219682c3ce989b648ad91fcfcfb42bfd81294f4cf5,,24,,
"Pokémon Pearl Version (USA, APAE, header ROM version 5)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/graphic/pmsi.narc,left-only,0654fe9ef26ab42e224dc0992aa02776834522c7902edb7fe4ef1a0db5db7a5e,,26,,
"Pokémon Pearl Version (USA, APAE, header ROM version 5)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/graphic/poketch.narc,left-only,5235827d35c2f6c3ddbf6f8efcf809b56d545d3e902091d4a4c6cbd7640cb1db,,126,,
"Pokémon Pearl Version (USA, APAE, header ROM version 5)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/graphic/poru_gra.narc,left-only,9b60ede5071fed56136a5fcd31e062f0ed0fa58f3d02e0471664ea8400c8371f,,12,,
"Pokémon Pearl Version (USA, APAE, header ROM version 5)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/graphic/poruact.narc,left-only,3690bbdc63e30a2ed1a8b7082593f0aab37c1ee3bab29c415612ef9424b356b8,,32,,
"Pokémon Pearl Version (USA, APAE, header ROM version 5)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/graphic/porudemo.narc,left-only,2a62543af8b1f73ecca4a902b1e7d384c4785dc865923d0a08ae00c013f01d65,,6,,
"Pokémon Pearl Version (USA, APAE, header ROM version 5)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/graphic/pst_gra.narc,left-only,450b0dfde96b5a34b7b0634a994615203b6c5a2e7f616d12b451fe98ea6226a0,,137,,
"Pokémon Pearl Version (USA, APAE, header ROM version 5)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/graphic/ranking.narc,left-only,41edac6df8e779a1fa6dbab5e60856b931050533f461cd6765ee5cdb5bc43aae,,4,,
"Pokémon Pearl Version (USA, APAE, header ROM version 5)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/graphic/record.narc,left-only,b7b8f40a3f42e4cfa4ca895d0614a27c47b2264e3cd9cff60687de6c524999fd,,15,,
"Pokémon Pearl Version (USA, APAE, header ROM version 5)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/graphic/shop_gra.narc,left-only,50e3c3b71806810a03494973501b2ab36184b77d5397d6ecb3616e33eccaa693,,11,,
"Pokémon Pearl Version (USA, APAE, header ROM version 5)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/graphic/tmap_gra.narc,left-only,9c53a93615844943d312d01aa6c5736f07cb3d8bd29c07a5fbff3bdb7b93d374,,30,,
"Pokémon Pearl Version (USA, APAE, header ROM version 5)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/graphic/touch_subwindow.narc,left-only,1b0cb1819a86dfb284d380a999820c303523ccb4523dd6c040886064d36d7c57,,10,,
"Pokémon Pearl Version (USA, APAE, header ROM version 5)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/graphic/trainer_case.narc,left-only,009131c495f817defdd9b5639ba113c89efda62951d5a36f5f2c6ef8d96f1a2b,,59,,
"Pokémon Pearl Version (USA, APAE, header ROM version 5)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/graphic/unionroom.narc,left-only,18af9494db8ab737185c930bb3ffa6db52b3b11a643108bc1eae48305ad24428,,8,,
"Pokémon Pearl Version (USA, APAE, header ROM version 5)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/graphic/waza_oshie_gra.narc,left-only,6fca079a9b8ac505a6825bf703423bba492e14eac7c292f181c702761c572dd1,,13,,
"Pokémon Pearl Version (USA, APAE, header ROM version 5)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/graphic/winframe.narc,left-only,656ad458e1a40d6f30adcfa01f958ab01b205721e28ce804833f3cc5c95dfede,,50,,
"Pokémon Pearl Version (USA, APAE, header ROM version 5)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/graphic/worldtrade.narc,left-only,c58d7070ae9e30d4c0ff7da0aab73b715755ae46adf3cfc3fe1b2e4d23b20981,,38,,
"Pokémon Pearl Version (USA, APAE, header ROM version 5)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/itemtool/itemdata/item_data.narc,left-only,a6cfe6df97f24b191d782fe0ab14a9c067a9b496afd12180b4904f56e8740c7e,,442,,
"Pokémon Pearl Version (USA, APAE, header ROM version 5)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/itemtool/itemdata/item_icon.narc,left-only,20dcd51401a18b37ef01ab62c8eb8307c6cd6a6d9c5ef6722fd6d4ba92d20b01,,703,,
"Pokémon Pearl Version (USA, APAE, header ROM version 5)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/itemtool/itemdata/nuts_data.narc,left-only,671d1d33478a40e89f5d9811827649b880666321bf7dfe83b4c7be4fce69c97e,,64,,
"Pokémon Pearl Version (USA, APAE, header ROM version 5)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/msgdata/msg.narc,left-only,f291040fa010137cabb12a5661e9cece845a460788dae94fbe740e04aa98fd06,,624,,
"Pokémon Pearl Version (USA, APAE, header ROM version 5)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/msgdata/scenario/scr_msg.narc,identical,89e84ab4475c85ad4358761c89c69c16f51c024041d2081a1da6ad1ad51b7cba,89e84ab4475c85ad4358761c89c69c16f51c024041d2081a1da6ad1ad51b7cba,16,16,0
"Pokémon Pearl Version (USA, APAE, header ROM version 5)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/particledata/particledata.narc,left-only,eea55fb469d825b97c734b7ccc537f9c774fd54da70668fda418cf4ac2482ea6,,6,,
"Pokémon Pearl Version (USA, APAE, header ROM version 5)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/pbr/b_plist_gra.narc,right-only,,1786a3fdf7ddfbdb88e4c723ea7e16ebf9b4b45599264aac7bdeb523db57b300,,28,
"Pokémon Pearl Version (USA, APAE, header ROM version 5)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/pbr/bag_gra.narc,right-only,,eeae9d36baa1022ff4827cbdc6eb7d28a33823606468acaedfa3eb808cb755e8,,39,
"Pokémon Pearl Version (USA, APAE, header ROM version 5)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/pbr/batt_bg.narc,right-only,,bcf2c24ae32b38a546b9b293b16af3782b706fd6dc5ec9d58c1e245655ce05ab,,257,
"Pokémon Pearl Version (USA, APAE, header ROM version 5)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/pbr/batt_obj.narc,right-only,,ed8f501abdfaf4d9b1880ba24699cdd6e4e592a378008263e10ac7a55587e5c3,,279,
"Pokémon Pearl Version (USA, APAE, header ROM version 5)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/pbr/font.narc,right-only,,97b5d1de58b7e625daf6b5894635bc139dab283ff060976c8dfe8fe4e6c41d6a,,10,
"Pokémon Pearl Version (USA, APAE, header ROM version 5)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/pbr/growtbl.narc,right-only,,ce5c612e32e537da3cdf7808c3f21ab217e83a75ead56027d98a7d84bb1b55d6,,8,
"Pokémon Pearl Version (USA, APAE, header ROM version 5)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/pbr/item_data.narc,right-only,,a6cfe6df97f24b191d782fe0ab14a9c067a9b496afd12180b4904f56e8740c7e,,442,
"Pokémon Pearl Version (USA, APAE, header ROM version 5)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/pbr/msg.narc,right-only,,338980041f88e4efafab074450286e0f1f0a0349076a794a773d726939c166e0,,612,
"Pokémon Pearl Version (USA, APAE, header ROM version 5)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/pbr/otherpoke.narc,right-only,,cab7af2e4fef1878af6a7002eecc24c7a1c879166aaf5dfd61ebdc0bd4b92681,,213,
"Pokémon Pearl Version (USA, APAE, header ROM version 5)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/pbr/personal.narc,right-only,,9bc883e846af6cc0810251c8ce05663ceadacac0f47dd83a24a93fa0cea75392,,501,
"Pokémon Pearl Version (USA, APAE, header ROM version 5)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/pbr/plist_gra.narc,right-only,,afc98cdfaa34fe70ebc99f219682c3ce989b648ad91fcfcfb42bfd81294f4cf5,,24,
"Pokémon Pearl Version (USA, APAE, header ROM version 5)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/pbr/poke_anm.narc,right-only,,32606834ed99b654238499e3b42610d984b61c2cf3f67368f091ccf58e9af217,,134,
"Pokémon Pearl Version (USA, APAE, header ROM version 5)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/pbr/poke_icon.narc,right-only,,3463c546c112f928f2f8e82ee1638b9739d52dea1d72779704ad3cc36cfb6c1b,,540,
"Pokémon Pearl Version (USA, APAE, header ROM version 5)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/pbr/pokeanm.narc,right-only,,25af2f6e78a5a8eab609313a6e21b103604753686088ef4c51f212c89c109011,,1,
"Pokémon Pearl Version (USA, APAE, header ROM version 5)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/pbr/pokegra.narc,right-only,,71e0090fbcbdf63d74c58ad78b5d256d8da09d3d028cc18faf6f5dcd99e8c424,,2964,
"Pokémon Pearl Version (USA, APAE, header ROM version 5)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/pbr/poketch.narc,right-only,,a10047668e5d0091fefc4fa8ad5c662f27c226fd984b51c1443c68add50e6dd3,,126,
"Pokémon Pearl Version (USA, APAE, header ROM version 5)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/pbr/pokezukan.narc,right-only,,a8072ca83eccb60cc3d94b0c7be53807e9d39e0895bc82551fd168db54eea381,,1,
"Pokémon Pearl Version (USA, APAE, header ROM version 5)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/pbr/pst_gra.narc,right-only,,e83530ff8e24ad7cdc88f1f46f3ce7573695e9e63dfbc5e87f39cee72c227b92,,137,
"Pokémon Pearl Version (USA, APAE, header ROM version 5)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/pbr/waza_tbl.narc,right-only,,f9f6a37e8b8170558ce14c4be35c890ff59cc97508a4aa237fdac945dfdffe54,,471,
"Pokémon Pearl Version (USA, APAE, header ROM version 5)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/pbr/winframe.narc,right-only,,656ad458e1a40d6f30adcfa01f958ab01b205721e28ce804833f3cc5c95dfede,,50,
"Pokémon Pearl Version (USA, APAE, header ROM version 5)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/pbr/zukan.narc,right-only,,7fa5f1c902fde5f4aaa2c88007603d1d1c49af8f1a487513c2292bed5dc3ee09,,130,
"Pokémon Pearl Version (USA, APAE, header ROM version 5)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/pokeanime/poke_anm.narc,left-only,32606834ed99b654238499e3b42610d984b61c2cf3f67368f091ccf58e9af217,,134,,
"Pokémon Pearl Version (USA, APAE, header ROM version 5)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/poketool/icongra/poke_icon.narc,left-only,3463c546c112f928f2f8e82ee1638b9739d52dea1d72779704ad3cc36cfb6c1b,,540,,
"Pokémon Pearl Version (USA, APAE, header ROM version 5)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/poketool/personal/evo.narc,left-only,38bd9dd28f32827246299ed922e05ffd3905c2c445a059b9fd7ec3b56213f5de,,501,,
"Pokémon Pearl Version (USA, APAE, header ROM version 5)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/poketool/personal/growtbl.narc,left-only,ce5c612e32e537da3cdf7808c3f21ab217e83a75ead56027d98a7d84bb1b55d6,,8,,
"Pokémon Pearl Version (USA, APAE, header ROM version 5)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/poketool/personal/wotbl.narc,left-only,b46d62d1fd781e66a7bda535e3a1c1ab1af2b5aa72778d183c65411b344937d0,,501,,
"Pokémon Pearl Version (USA, APAE, header ROM version 5)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/poketool/personal_pearl/personal.narc,left-only,c050a5a4f0ccdd1d9793141fa0f67fb0b252d615763829d9fe79a0f3080c4566,,501,,
"Pokémon Pearl Version (USA, APAE, header ROM version 5)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/poketool/pokeanm/pokeanm.narc,left-only,25af2f6e78a5a8eab609313a6e21b103604753686088ef4c51f212c89c109011,,1,,
"Pokémon Pearl Version (USA, APAE, header ROM version 5)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/poketool/pokefoot/pokefoot.narc,left-only,181e87eb2bf79ba6e73124d1f694e801aa48844dcdd85e66c0bd2c707e8f8688,,497,,
"Pokémon Pearl Version (USA, APAE, header ROM version 5)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/poketool/pokegra/height.narc,left-only,b44492aa09f74d2cf5f41ca13c2f7fc6d8238258c64ef49f2c23c1ac15dccec3,,1976,,
"Pokémon Pearl Version (USA, APAE, header ROM version 5)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/poketool/pokegra/height_o.narc,left-only,8dcef49c4815fdd7662b78ad140858fa23fba5971fae866cb6581f3cb0c8f6bd,,136,,
"Pokémon Pearl Version (USA, APAE, header ROM version 5)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/poketool/pokegra/otherpoke.narc,left-only,cab7af2e4fef1878af6a7002eecc24c7a1c879166aaf5dfd61ebdc0bd4b92681,,213,,
"Pokémon Pearl Version (USA, APAE, header ROM version 5)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/poketool/pokegra/poke_shadow.narc,left-only,037338ffc4f027a249f506b8171dc872c875477158f019e4ea503d1ade6255ec,,1,,
"Pokémon Pearl Version (USA, APAE, header ROM version 5)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/poketool/pokegra/poke_shadow_ofx.narc,left-only,0e145a476fc5d98620d37f98322efbf812cf597d4b0675beaf87846d3a643885,,1,,
"Pokémon Pearl Version (USA, APAE, header ROM version 5)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/poketool/pokegra/poke_yofs.narc,left-only,a5984361e6e9167321a9b4f5ce444a3b628d36520e97e8d9c61c1477ff157969,,1,,
"Pokémon Pearl Version (USA, APAE, header ROM version 5)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/poketool/pokegra/pokegra.narc,left-only,3320b89c6c84341784f58f9632dbe93b44ee34e0fe16d3a6b8673aed70a9adc2,,2964,,
"Pokémon Pearl Version (USA, APAE, header ROM version 5)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/poketool/pokezukan.narc,left-only,a8072ca83eccb60cc3d94b0c7be53807e9d39e0895bc82551fd168db54eea381,,1,,
"Pokémon Pearl Version (USA, APAE, header ROM version 5)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/poketool/shinzukan.narc,left-only,86c2c31f90a1fe9d8ddf7f38187ce9e62c84c7e2aef720ee30b61aeae3871de6,,1,,
"Pokémon Pearl Version (USA, APAE, header ROM version 5)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/poketool/trainer/trdata.narc,left-only,b459fec85eba6036f328eba6853b85cfe1104c941004052f5ffa7c93d8d472e3,,850,,
"Pokémon Pearl Version (USA, APAE, header ROM version 5)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/poketool/trainer/trpoke.narc,left-only,612c5d48f937aff12898af92a2e3d37840851d39e289ea7245c4d19b2dfb0a1e,,850,,
"Pokémon Pearl Version (USA, APAE, header ROM version 5)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/poketool/trgra/trbgra.narc,left-only,4cdaa08b37d980ca81cf475f148ccea36f71c19cece2c581b015f2164053814a,,16,,
"Pokémon Pearl Version (USA, APAE, header ROM version 5)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/poketool/trgra/trfgra.narc,left-only,4e757a733993340e7b903f0fbe533565b20dad1e972932def4ced01428608917,,196,,
"Pokémon Pearl Version (USA, APAE, header ROM version 5)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/poketool/trmsg/trtbl.narc,left-only,b28373dca644706e57bb643c2b1a24182e62935555158b9ae620dcb48bb86663,,1,,
"Pokémon Pearl Version (USA, APAE, header ROM version 5)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/poketool/trmsg/trtblofs.narc,left-only,c473b9eb2e8ebb2761e8f737bde3a871eb6f0b9a2a5116f1dce3c9a10836f76a,,1,,
"Pokémon Pearl Version (USA, APAE, header ROM version 5)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/poketool/waza/waza_tbl.narc,left-only,f9f6a37e8b8170558ce14c4be35c890ff59cc97508a4aa237fdac945dfdffe54,,471,,
"Pokémon Pearl Version (USA, APAE, header ROM version 5)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/resource/eng/trial/trial.narc,left-only,28844af1506ffb512ee1949d89fd9c5964db1e43170afc020bdc90fa808d9557,,8,,
"Pokémon Pearl Version (USA, APAE, header ROM version 5)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/resource/eng/zukan/zukan.narc,left-only,6c27d3c79af8a1fda140d730c04afba099dfdb760e1f9e681e1e3dd52b1c5022,,130,,
"Pokémon Pearl Version (USA, APAE, header ROM version 5)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/wazaeffect/effectclact/wecell.narc,left-only,cef63814ccdb2063e385d88366d4e610061958723b7b0131c7da3f2163749648,,37,,
"Pokémon Pearl Version (USA, APAE, header ROM version 5)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/wazaeffect/effectclact/wecellanm.narc,left-only,0e47c9b5f7c24199bd56d0576f276dabbf4c1d8aa68922caa3ac4ec2699d0865,,37,,
"Pokémon Pearl Version (USA, APAE, header ROM version 5)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/wazaeffect/effectclact/wechar.narc,left-only,e6902f8f1eb1b63f9d3f23caf2e6eee4f981f6773a118324d8fff6a9559e5d68,,37,,
"Pokémon Pearl Version (USA, APAE, header ROM version 5)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/wazaeffect/effectclact/wepltt.narc,left-only,31f3222bb317406d558a130bcfbff12cf49f76e05dd9f89cda8ef4e319a4a4d2,,39,,
"Pokémon Pearl Version (USA, APAE, header ROM version 5)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/wazaeffect/effectdata/ball_particle.narc,left-only,3e87820eea3920c98231f806d166f315f339df9ff9c834c8e5640bb87ffbdd01,,117,,
"Pokémon Pearl Version (USA, APAE, header ROM version 5)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/wazaeffect/effectdata/waza_particle.narc,left-only,d5ae0e67ce103dfb89f1e34510402789633d02c28c474fd3c1fd0f06b1c45681,,485,,
"Pokémon Pearl Version (USA, APAE, header ROM version 5)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/wazaeffect/pt_debug/debug_particle.narc,left-only,15b42228db722e499f072c1fac5f57aa71c388e9aaae1502af2fbcc0d13f8f78,,2,,
"Pokémon Pearl Version (USA, APAE, header ROM version 5)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/wazaeffect/we.arc,left-only,2ee2183ad04a7b4ba20ef1562e25f335081b7501b42ad50d43846be9583367ff,,501,,
"Pokémon Pearl Version (USA, APAE, header ROM version 5)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/wazaeffect/we_sub.narc,left-only,d4314b2b2a3cfec4b4cac16713e80a20400ea1b03a1e6ce87320174ce6b1f2f9,,50,,
"포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)","포켓몬스터 하트골드 (Korea, IPKK, header ROM version 0)",/a/0/0/0,right-only,,dfd0bd6f4d6e909790512fc9f5e0cbc70db282948ca622bcf13914866b7e2532,,501,
"포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)","포켓몬스터 하트골드 (Korea, IPKK, header ROM version 0)",/a/0/0/1,right-only,,4bdd8f93da7831add2db84671be9cc4c5d3ab2f981c391f3f84ad4b451cc08aa,,297,
"포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)","포켓몬스터 하트골드 (Korea, IPKK, header ROM version 0)",/a/0/0/2,right-only,,6e533889d97eee45db41affe61ceec2e05d7e8dac54126adefbb65eb1f664197,,508,
"포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)","포켓몬스터 하트골드 (Korea, IPKK, header ROM version 0)",/a/0/0/3,right-only,,ce5c612e32e537da3cdf7808c3f21ab217e83a75ead56027d98a7d84bb1b55d6,,8,
"포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)","포켓몬스터 하트골드 (Korea, IPKK, header ROM version 0)",/a/0/0/4,right-only,,e8ae001c0a342e947494b6a0f49a95cdb13f6016b83821a4865edc36ff064ac2,,2964,
"포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)","포켓몬스터 하트골드 (Korea, IPKK, header ROM version 0)",/a/0/0/5,right-only,,d70a472fa68f89294c606f875233d9b234eb0a463d3c09eb8b1c4c85ae382b3d,,1976,
"포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)","포켓몬스터 하트골드 (Korea, IPKK, header ROM version 0)",/a/0/0/6,right-only,,52f8fecd7da9cf81ab0218a049c0d9a1f3c670ee246390a2b3854fa6aa79d7fc,,85,
"포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)","포켓몬스터 하트골드 (Korea, IPKK, header ROM version 0)",/a/0/0/7,right-only,,ad5e72e1124bc8c8ec267064f42287223c1b6d309055f5634774a8c8e4a925f4,,351,
"포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)","포켓몬스터 하트골드 (Korea, IPKK, header ROM version 0)",/a/0/0/8,right-only,,6a2479d442419ad1c181e14420649abd1e4253ec361d7d91ca36fb843cea15b6,,346,
"포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)","포켓몬스터 하트골드 (Korea, IPKK, header ROM version 0)",/a/0/0/9,right-only,,fb753b66099f9e9077613f86ff1c1d8e4ccbf701d6d0fa6ad580cf46a9e65082,,32,
"포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)","포켓몬스터 하트골드 (Korea, IPKK, header ROM version 0)",/a/0/1/0,right-only,,4a69ebb45bd7bc67d2342acb24d62a7a388f5792f1448426f3860e9fd89516f8,,501,
"포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)","포켓몬스터 하트골드 (Korea, IPKK, header ROM version 0)",/a/0/1/1,right-only,,654d7edd0b0be66f6189ee87026dd701a2b8d98afa19a3991c8417803c50faea,,471,
"포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)","포켓몬스터 하트골드 (Korea, IPKK, header ROM version 0)",/a/0/1/2,right-only,,bab429408b962c513d3e3ba89f67d8d74d6824563cd30fc317d473edacd05d18,,965,
"포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)","포켓몬스터 하트골드 (Korea, IPKK, header ROM version 0)",/a/0/1/3,right-only,,89e84ab4475c85ad4358761c89c69c16f51c024041d2081a1da6ad1ad51b7cba,,16,
"포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)","포켓몬스터 하트골드 (Korea, IPKK, header ROM version 0)",/a/0/1/4,right-only,,f8cb6ab93fc08f5394425f050cbf9c71b92d65f64ca1e30d8414a69948771a4e,,78,
"포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)","포켓몬스터 하트골드 (Korea, IPKK, header ROM version 0)",/a/0/1/5,right-only,,b48c6ff7cf784b4cca74a920b90bb6cc67087464b11cb437abcf14528b291ca3,,95,
"포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)","포켓몬스터 하트골드 (Korea, IPKK, header ROM version 0)",/a/0/1/6,right-only,,58638e5171d526c59595ecd229b9be6fd3e0a8462688b1ced8dacae85ab0a56f,,13,
"포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)","포켓몬스터 하트골드 (Korea, IPKK, header ROM version 0)",/a/0/1/7,right-only,,577631590698709a75a7142da8a037e1641b8c41ac4cf9dd481de3f3d4e3a29c,,514,
"포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)","포켓몬스터 하트골드 (Korea, IPKK, header ROM version 0)",/a/0/1/8,right-only,,abaa10233234c73bff7568be751482083d64b2b4e195b266e4b3db0c8b8b5704,,797,
"포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)","포켓몬스터 하트골드 (Korea, IPKK, header ROM version 0)",/a/0/1/9,right-only,,f7a1a97638959a685719049a0b780686edb68704777fead790b230e10ed1df4a,,87,
"포켓몬스터Pt 기라티나 (Korea, CPUK, header ROM version 0)","포켓몬스터 하트골드 (Korea, IPKK, header ROM version 0)",/a/0/2/0,right-only,,ffc35362fa9e0880fa8023a89c34a94adbc78f06aa28ae966ff4028ad3d6b7e0,,551,
